ID,RoundSteak,GroundBeef,PorkChops,Chicken,Bacon,WholeMilk,Cheese,Eggs,Bread,Macaroni,Flour,Apples,Bananas,Potatoes,Sugar,
10-Apr,5.688144,3.347568,4.191264,2.943864,4.17312,8.436,4.9896,2.68,1.69344,1.206576,0.8600256,1.487808,0.734832,0.425376,0.678132,
10-May,5.728968,3.420144,4.336416,2.830464,4.182192,8.55,4.826304,2.67,1.63968,1.206576,0.8563968,1.505952,0.734832,0.431424,0.671328,
10-Jun,5.592888,3.392928,4.313736,2.835,4.26384,8.55,4.971456,2.64,1.67328,1.22472,0.8455104,1.487808,0.734832,0.441504,0.65772,
10-Jul,5.615568,3.42468,4.272912,2.952936,4.300128,8.55,5.007744,2.66,1.70688,1.197504,0.8455104,1.560384,0.739368,0.495936,0.666792,
10-Aug,5.642784,3.49272,4.33188,2.921184,4.26384,8.55,4.9896,2.63,1.65312,1.17936,0.8328096,1.555848,0.739368,0.532224,0.64638,
10-Sep,5.706288,3.451896,4.390848,2.930256,4.381776,8.55,4.953312,2.69,1.69344,1.17936,0.8201088,1.515024,0.712152,0.476784,0.664524,
10-Oct,5.887728,3.483648,4.55868,2.966544,4.427136,8.55,4.917024,2.67,1.70688,1.197504,0.7820064,1.469664,0.739368,0.43344,0.666792,
10-Nov,5.73804,3.406536,4.408992,2.962008,4.463424,8.436,4.917024,2.64,1.7472,1.143072,0.7947072,1.392552,0.743904,0.464688,0.6804,
10-Dec,5.819688,3.519936,4.408992,2.962008,4.3092,8.436,5.025888,2.67,1.74048,1.152144,0.7928928,1.40616,0.734832,0.452592,0.707616,
11-Jan,5.792472,3.479112,4.413528,3.075408,4.336416,8.398,4.862592,2.67,1.76736,1.17936,0.8382528,1.433376,0.743904,0.432432,0.728028,
11-Feb,5.924016,3.451896,4.458888,2.939328,4.390848,8.74,5.025888,2.76,1.7808,1.215648,0.8400672,1.424304,0.757512,0.469728,0.728028,
11-Mar,5.98752,3.624264,4.526928,2.952936,4.39992,8.778,5.08032,2.74,1.78752,1.215648,0.8690976,1.42884,0.77112,0.486864,0.72576,
11-Apr,6.028344,3.71952,4.563216,2.975616,4.463424,8.74,4.953312,2.8,1.88832,1.279152,0.8727264,1.492344,0.784728,0.491904,0.730296,
11-May,6.096384,3.737664,4.585896,2.980152,4.554144,8.778,5.062176,2.85,1.9152,1.27008,0.8963136,1.492344,0.775656,0.49896,0.732564,
11-Jun,6.218856,3.733128,4.522392,3.03912,4.635792,8.626,5.062176,2.85,1.9152,1.297296,0.934416,1.524096,0.780192,0.528192,0.723492,
11-Jul,6.200712,3.783024,4.554144,3.08448,4.653936,8.664,5.044032,2.95,1.89504,1.297296,0.9307872,1.583064,0.775656,0.60984,0.730296,
11-Aug,6.173496,3.751272,4.644864,2.980152,4.708368,8.854,5.062176,3.01,1.85472,1.279152,0.9416736,1.619352,0.77112,0.61992,0.730296,
11-Sep,6.237,3.778488,4.74012,2.980152,4.817232,8.968,5.225472,3.04,1.8816,1.297296,0.9180864,1.65564,0.739368,0.586656,0.72576,
11-Oct,6.14628,3.83292,4.613112,3.052728,4.617648,9.044,5.189184,3.03,1.86816,1.324512,0.916272,1.623888,0.780192,0.538272,0.718956,
11-Nov,6.159888,3.841992,4.67208,3.093552,4.663008,9.044,5.134752,3.03,1.85472,1.324512,0.916272,1.51956,0.766584,0.53928,0.728028,
11-Dec,6.155352,3.94632,4.708368,3.066336,4.708368,9.044,5.207328,3.1,1.86816,1.306368,0.925344,1.524096,0.77112,0.533232,0.728028,
12-Jan,6.30504,4.01436,4.576824,3.216024,4.545072,9.044,4.953312,3.09,1.87488,1.351728,0.9398592,1.54224,0.780192,0.545328,0.743904,
12-Feb,6.309576,4.046112,4.744656,3.138912,4.71744,9.12,5.17104,3.22,1.85472,1.324512,0.961632,1.551312,0.784728,0.54936,0.741636,
12-Mar,6.39576,4.000752,4.780944,3.138912,4.644864,9.12,5.225472,3.1,1.8816,1.342656,0.9507456,1.533168,0.775656,0.536256,0.730296,
12-Apr,6.400296,4.027968,4.948776,3.206952,4.653936,9.12,5.098464,3.07,1.86144,1.333584,0.9489312,1.501416,0.780192,0.541296,0.739368,
12-May,6.495552,4.091472,4.85352,3.19788,4.653936,9.12,5.134752,3.08,1.85472,1.297296,0.9471168,1.555848,0.775656,0.53928,0.723492,
12-Jun,6.391224,4.191264,4.703832,3.193344,4.608576,9.158,5.044032,3.08,1.86144,1.324512,0.9416736,1.592136,0.77112,0.56952,0.716688,
12-Jul,6.432048,4.164048,4.83084,3.216024,4.67208,9.12,5.08032,3.06,1.86816,1.351728,0.961632,1.691928,0.775656,0.58968,0.71442,
12-Aug,6.491016,4.12776,4.903416,3.12984,4.663008,9.12,5.062176,3.15,1.85472,1.342656,0.9761472,1.737288,0.775656,0.581616,0.723492,
12-Sep,6.44112,4.091472,4.776408,3.15252,4.699296,9.082,5.116608,3.17,1.8144,1.324512,0.961632,1.741824,0.743904,0.53424,0.705348,
12-Oct,6.445656,4.12776,4.903416,3.206952,4.690224,9.082,5.189184,3.21,1.85472,1.324512,0.8944992,1.764504,0.77112,0.512064,0.696276,
12-Nov,6.427512,4.250232,4.858056,3.10716,4.62672,9.082,5.025888,3.29,1.86144,1.288224,0.8999424,1.719144,0.766584,0.516096,0.716688,
12-Dec,6.364008,4.1958,4.8762,3.120768,4.635792,9.082,5.134752,3.25,1.8816,1.31544,0.8836128,1.65564,0.77112,0.490896,0.6804,
13-Jan,6.436584,4.109616,4.78548,3.270456,4.526928,9.158,4.917024,3.25,1.8816,1.288224,0.95256,1.737288,0.757512,0.533232,0.716688,
13-Feb,6.518232,4.313736,4.817232,3.143448,4.62672,9.272,5.025888,3.25,1.9152,1.27008,0.9199008,1.687392,0.77112,0.52416,0.69174,
13-Mar,6.481944,4.277448,4.8762,3.252312,4.708368,9.272,5.098464,3.23,1.93536,1.288224,0.8872416,1.74636,0.775656,0.48384,0.6804,
13-Apr,6.48648,4.259304,4.726512,3.247776,4.771872,9.272,5.098464,3.22,1.92864,1.297296,0.8926848,1.710072,0.766584,0.49392,0.712152,
13-May,6.522768,4.3092,4.80816,3.22056,4.681152,9.272,5.062176,3.29,1.94208,1.261008,0.9271584,1.755432,0.743904,0.501984,0.70308,
13-Jun,6.500088,4.322808,4.939704,3.184272,4.708368,9.272,4.953312,3.24,1.92864,1.27008,0.9235296,1.764504,0.752976,0.556416,0.687204,
13-Jul,6.518232,4.250232,5.030424,3.22056,4.681152,9.234,5.044032,3.27,1.92864,1.261008,0.9108288,1.809864,0.74844,0.623952,0.694008,
13-Aug,6.590808,4.250232,4.975992,3.302208,4.753728,9.272,5.08032,3.26,1.93536,1.251936,0.9598176,1.846152,0.743904,0.653184,0.689472,
13-Sep,6.504624,4.3092,5.08032,3.206952,4.980528,9.272,5.116608,3.22,1.8816,1.261008,0.9235296,1.800792,0.721224,0.601776,0.69174,
13-Oct,6.513696,4.327344,5.116608,3.297672,4.962384,9.272,5.062176,3.24,1.90848,1.251936,0.9017568,1.778112,0.757512,0.568512,0.66906,
13-Nov,6.699672,4.291056,5.025888,3.170664,4.880736,9.272,5.116608,3.3,1.9488,1.215648,0.9199008,1.732752,0.739368,0.563472,0.684936,
13-Dec,6.608952,4.340952,5.007744,3.1752,4.85352,9.234,5.116608,3.25,1.9152,1.215648,0.8781696,1.737288,0.739368,0.546336,0.65772,
14-Jan,6.618024,4.431672,5.03496,3.179736,4.971456,9.234,5.007744,3.28,1.90176,1.22472,0.9453024,1.696464,0.743904,0.542304,0.6804,
14-Feb,7.071624,4.531464,5.12568,3.193344,4.935168,9.462,5.044032,3.29,1.94208,1.215648,0.9380448,1.74636,0.752976,0.557424,0.65772,
14-Mar,7.135128,4.735584,5.098464,3.179736,5.03496,9.424,5.062176,3.25,1.88832,1.242864,0.9271584,1.79172,0.762048,0.563472,0.671328,
14-Apr,7.262136,4.726512,5.484024,3.225096,5.161968001,9.386,5.098464,3.3,1.96224,1.242864,0.8781696,1.796256,0.766584,0.558432,0.64638,
14-May,7.434504,4.844448,5.724432,3.24324,5.642784,9.386,4.935168,3.31,1.93536,1.279152,0.9507456,1.800792,0.766584,0.572544,0.65772,
14-Jun,7.479864,4.9896,5.842368,3.216024,5.969376,9.386,5.098464,3.27,1.90848,1.288224,0.898128,1.800792,0.757512,0.578592,0.625968,
14-Jul,7.420896,4.948776,5.787936,3.352104,5.978448,9.386,5.025888,3.29,1.90848,1.27008,0.9180864,1.8144,0.757512,0.610848,0.644112,
14-Aug,7.466256,4.926096,5.683608,3.2886,6.159888,9.424,5.225472,3.21,1.94208,1.288224,0.9090144,1.818936,0.757512,0.634032,0.644112,
14-Sep,7.969752,5.17104,5.80608,3.402,6.16896,9.424,5.134752,3.24,1.85472,1.251936,0.9217152,1.823472,0.752976,0.581616,0.659988,
14-Oct,7.942536,5.325264,5.91948,3.397464,6.21432,9.462,5.225472,3.22,1.88832,1.261008,0.8582112,1.76904,0.757512,0.550368,0.63504,
14-Nov,8.033256,5.434128,5.837832,3.31128,6.268752,9.424,5.406912,3.22,1.92192,1.306368,0.86184,1.696464,0.752976,0.53424,0.648648,
14-Dec,8.201088,5.474952,5.905872,3.370248,6.060096,9.424,5.35248,3.2,1.90848,1.306368,0.8781696,1.710072,0.752976,0.516096,0.6237,
15-Jan,8.319024,5.438664,5.892264,3.383856,6.223392,9.462,5.26176,3.26,1.90848,1.31544,0.925344,1.691928,0.752976,0.562464,0.653184,
15-Feb,8.350776,5.574744,5.865048,3.361176,6.205248,9.462,5.225472,3.28,1.90176,1.378944,0.925344,1.691928,0.757512,0.55944,0.637308,
15-Mar,8.423352,5.638248,5.883192,3.365712,6.1236,9.5,5.189184,3.34,1.88832,1.424304,0.9126432,1.682856,0.784728,0.560448,0.637308,
15-Apr,8.55036,5.710824,5.865048,3.442824,6.014736,9.462,5.370624,3.32,1.94208,1.45152,0.9126432,1.642032,0.784728,0.556416,0.630504,
15-May,8.559432,5.733504,5.824224,3.388392,5.787935999,9.462,5.207328,3.27,1.98912,1.45152,0.9471168,1.710072,0.775656,0.565488,0.637308,
15-Jun,8.659224,5.7834,5.769792,3.438288,5.815152,9.462,5.08032,3.29,1.98912,1.478736,0.9307872,1.72368,0.780192,0.570528,0.632772,
15-Jul,8.672832,5.701752,5.792472,3.465504,5.751648,9.5,5.279904,3.32,1.98912,1.49688,0.925344,1.74636,0.775656,0.583632,0.637308,
15-Aug,8.577576,5.742576,5.892264,3.47004,6.03288,9.424,4.9896,3.33,1.99584,1.487808,0.9380448,1.8144,0.780192,0.60984,0.637308,
15-Sep,8.64108,5.878656,5.969376,3.565296,6.041952,9.424,5.17104,3.35,1.99584,1.45152,0.9471168,1.85976,0.77112,0.608832,0.641844,
15-Oct,8.763552,6.001128,6.014736,3.547152,6.223392,9.386,5.4432,3.33,2.00928,1.469664,0.8926848,1.877904,0.766584,0.572544,0.628236,
15-Nov,8.66376,5.833296,5.846904,3.524472,6.051024,9.386,5.279904,3.36,1.99584,1.460592,0.8817984,1.868832,0.762048,0.56448,0.625968,
15-Dec,8.455104,5.80608,5.937624,3.49272,6.132672,9.386,5.388768,3.36,1.99584,1.469664,0.8690976,1.914192,0.757512,0.586656,0.582876,
16-Jan,8.509536,5.7834,5.892264,3.420144,6.105456,9.348,5.08032,3.41,2.04288,1.424304,0.9471168,1.982232,0.775656,0.58968,0.628236,
16-Feb,8.727264,5.724432,5.674536,3.329424,6.087311999,9.424,5.225472,3.34,1.99584,1.388016,0.9307872,1.986768,0.775656,0.56952,0.619164,
16-Mar,8.93592,5.946696,5.8968,3.411072,6.250608001,9.348,5.26176,3.28,2.04288,1.415232,0.9072,2.054808,0.775656,0.588672,0.610092,
16-Apr,8.681904,5.797008,5.651856,3.411072,6.196176,9.348,5.152896,3.32,2.05632,1.397088,0.9271584,2.01852,0.775656,0.603792,0.630504,
16-May,8.64108,5.765256,5.615568,3.415608,6.25968,9.386,5.044032,3.33,2.04288,1.424304,0.9398592,1.991304,0.752976,0.613872,0.625968,
16-Jun,8.305416,5.574744,5.552064,3.411072,6.150816,9.386,5.08032,3.33,2.04288,1.424304,0.9180864,2.01852,0.74844,0.658224,0.6237,
16-Jul,8.341704,5.5566,5.85144,3.497256,6.150816,9.31,4.89888,3.36,2.02944,1.442448,0.916272,1.977696,0.74844,0.704592,0.644112,
16-Aug,8.309952,5.529384,5.71536,3.397464,6.268752,9.31,4.844448,3.35,2.00928,1.424304,0.9180864,2.032128,0.734832,0.718704,0.653184,
16-Sep,8.09676,5.62464,5.69268,3.383856,6.223391999,9.348,4.880736,3.37,1.96224,1.3608,0.8854272,1.986768,0.721224,0.649152,0.63504,
16-Oct,8.201088,5.606496,5.574744,3.415608,5.969376,9.386,5.134752,3.08,1.92192,1.324512,0.8563968,1.809864,0.72576,0.621936,0.616896,
16-Nov,8.083152,5.461344,5.611032,3.297672,5.878656001,9.386,5.025888,3.11,1.86816,1.324512,0.8636544,1.778112,0.716688,0.65016,0.607824,
16-Dec,7.924392,5.402376,5.656392,3.392928,5.815152,9.348,4.953312,3.06,1.8816,1.279152,0.8400672,1.74636,0.707616,0.661248,0.598752,
17-Jan,8.015112,5.411448,5.51124,3.374784,5.751648001,9.31,5.007744,3.07,1.89504,1.333584,0.9090144,1.732752,0.707616,0.668304,0.639576,
17-Feb,8.09676,5.452272,5.425056,3.297672,5.869584001,9.386,5.007744,3.09,1.9152,1.31544,0.8817984,1.750896,0.716688,0.67032,0.6237,
17-Mar,8.02872,5.538456,5.379696,3.252312,6.069168,9.424,4.9896,3.08,1.88832,1.342656,0.8908704,1.74636,0.716688,0.663264,0.641844,
17-Apr,8.101296,5.606496,5.638248,3.2886,6.286896001,9.386,5.007744,3.12,1.87488,1.324512,0.879984,1.773576,0.716688,0.652176,0.630504,
17-May,8.228304,5.615568,5.583816,3.252312,6.404832,9.424,4.880736,3.12,1.86144,1.342656,0.9217152,1.805328,0.712152,0.683424,0.666792,
17-Jun,8.246448,5.53392,5.642784,3.2886,6.30504,9.386,4.699296,3.15,1.89504,1.324512,0.9053856,1.914192,0.712152,0.723744,0.628236,
17-Jul,8.332632,5.529384,5.719896,3.347568,6.159888,9.386,4.681152,3.16,1.89504,1.3608,0.8817984,1.964088,0.707616,0.757008,0.632772,
17-Aug,8.173872,5.629176,5.792472,3.383856,6.577199999,9.386,4.644864,3.16,1.9152,1.333584,0.8944992,2.01852,0.70308,0.777168,0.625968,
17-Sep,7.992432,5.64732,5.597424,3.406536,6.740496,9.424,4.663008,3.15,1.8816,1.31544,0.8509536,2.06388,0.698544,0.708624,0.621432,
17-Oct,7.978824,5.493096,5.656392,3.361176,6.441120001,9.462,4.862592,3.15,1.88832,1.31544,0.852768,1.9278,0.707616,0.674352,0.607824,
17-Nov,8.087688,5.60196,5.583816,3.347568,6.114528,9.462,5.025888,3.21,1.86144,1.31544,0.8473248,1.79172,0.707616,0.718704,0.603288,
17-Dec,8.23284,5.538456,5.688144,3.44736,6.03288,9.5,4.9896,3.17,1.90848,1.279152,0.8309952,1.800792,0.707616,0.729792,0.610092,
18-Jan,8.065008,5.529384,5.46588,3.44736,6.087312,9.462,4.771872,3.19,1.89504,1.306368,0.8817984,1.83708,0.707616,0.704592,0.61236,
18-Feb,8.196552,5.493096,5.502168,3.397464,6.114528001,9.538,4.917024,3.23,1.848,1.31544,0.8672832,1.850688,0.712152,0.724752,0.610092,
